srch_id,prop_id,booked_v4_pos,booked_v6_pos,v6_helps,v6_hurts,v6_top5_only,v4_top5_only,seg_dest,seg_cand,seg_los,seg_dom,prop_click_rate,prop_dest_book_rate,prop_count,price_vs_prop_mean,value_score_rank_norm,price_rank_norm,review_rank_norm,is_domestic,srch_length_of_stay
162567,31968,4,3,1,0,0,0,high_dest,low_cand,los_le2,domestic,0.02319062,0.04217462,114,-23.549469,0.22222222,0.11111111,0.44444445,1,1
162569,51556,4,9,0,1,0,1,mid_dest,high_cand,los_3plus,international,0.036644217,0.030919146,143,-7.074402,0.67741936,0.32258064,0.19354838,0,4
162577,86032,2,2,0,0,0,0,high_dest,low_cand,los_3plus,domestic,0.062921934,0.058667567,182,7.426651,0.625,0.25,0.75,1,3
162583,66733,12,10,1,0,0,0,high_dest,low_cand,los_le2,domestic,0.015290517,0.017742075,123,-431.21356,0.7,0.65,0.65,1,1
162600,111848,11,11,0,0,0,0,high_dest,low_cand,los_le2,domestic,0.019412307,0.014601549,39,-21.194107,0.88235295,0.23529412,0.9411765,1,2
162641,63355,5,5,0,0,0,0,high_dest,mid_cand,los_3plus,international,0.05620473,0.07448703,65,-23.81723,0.8148148,0.4074074,0.37037036,0,5
162644,92927,18,16,1,0,0,0,low_dest,high_cand,los_3plus,domestic,0.051714323,0.013210926,518,-88.28697,0.125,0.3125,0.03125,1,5
162647,133013,9,9,0,0,0,0,mid_dest,mid_cand,los_3plus,international,0.039467268,0.045137607,384,-178.9221,0.11111111,0.7407407,0.33333334,0,4
162658,46621,7,6,1,0,0,0,high_dest,mid_cand,los_le2,domestic,0.034344852,0.01733934,9,-45.611115,0.074074075,0.5185185,0.037037037,1,1
162665,104028,1,1,0,0,0,0,,,,,0.0649847,0.027742945,6,-17.501663,0.73333335,0.6666667,0.4,0,1
162671,49473,1,1,0,0,0,0,,,,,0.17609581,0.20483933,6,2.1533356,0.14285715,0.14285715,0.42857143,0,1
162690,38759,3,3,0,0,0,0,high_dest,mid_cand,los_le2,international,0.0462349,0.01631938,172,15.145294,0.8076923,0.34615386,0.07692308,0,1
162694,43075,4,4,0,0,0,0,low_dest,high_cand,los_le2,international,0.08018701,0.061106134,74,-15.9201355,0.57575756,0.24242425,0.15151516,0,1
162695,30878,4,4,0,0,0,0,high_dest,mid_cand,los_3plus,domestic,0.10328942,0.027742945,438,-242.83328,0.9583333,0.041666668,1.0,1,3
162700,116675,13,13,0,0,0,0,high_dest,mid_cand,los_le2,international,0.039395563,0.01981639,4,8.597488,0.7307692,0.7692308,0.03846154,0,1
162706,10892,13,16,0,1,0,0,low_dest,high_cand,los_le2,international,0.01417848,0.00815969,135,9.282738,0.5,0.4375,0.84375,0,1
162711,112279,1,1,0,0,0,0,,,,,0.032669492,0.025220858,11,-0.46181488,0.75,0.375,0.625,0,1
162730,92498,2,2,0,0,0,0,mid_dest,mid_cand,los_le2,domestic,0.070571624,0.0678957,74,38.852707,0.115384616,0.34615386,0.03846154,1,1
162732,63098,1,1,0,0,0,0,,,,,0.05306505,0.014601549,146,-39.404465,0.032258064,0.41935483,0.06451613,1,1
162733,20950,1,1,0,0,0,0,,,,,0.06184165,0.025220858,24,44.997917,0.44444445,0.33333334,0.5555556,1,3
162750,121348,3,3,0,0,0,0,mid_dest,mid_cand,los_le2,domestic,0.050365098,0.011679125,215,-4.030327,0.17391305,0.04347826,0.5217391,1,1
162751,92202,7,8,0,1,0,0,low_dest,high_cand,los_le2,domestic,0.01982584,0.01206215,88,7.7175026,0.7352941,0.11764706,0.61764705,1,2
162753,22998,2,1,1,0,0,0,,,,,0.075318135,0.02970766,94,-4.5156403,0.18181819,0.15151516,0.8787879,1,1
162765,106188,25,26,0,1,0,0,high_dest,high_cand,los_3plus,international,0.02911846,0.013210926,16,-55.481873,0.7419355,0.516129,,0,3
162777,107175,2,2,0,0,0,0,low_dest,mid_cand,los_le2,domestic,0.04254821,0.04035311,166,68.50693,0.71428573,0.035714287,0.89285713,1,1
162781,102871,1,1,0,0,0,0,,,,,0.14762938,0.13109718,101,-29.453568,0.03846154,0.65384614,0.115384616,0,1
162795,112633,1,1,0,0,0,0,,,,,0.043208037,0.027742945,1,-16.199997,0.25,0.4375,0.5625,0,1
162820,17045,14,9,1,0,0,0,low_dest,high_cand,los_le2,domestic,0.028186135,0.009566532,53,7.088867,0.5151515,0.060606062,0.93939394,1,1
162835,53883,4,3,1,0,0,0,mid_dest,high_cand,los_le2,domestic,0.05891155,0.026277553,485,-58.491165,0.09375,0.0625,0.4375,1,2
162855,131744,15,15,0,0,0,0,low_dest,high_cand,los_3plus,international,0.033033382,0.01752636,283,-43.07167,0.121212125,0.7878788,0.15151516,0,3
162859,43741,14,14,0,0,0,0,mid_dest,low_cand,los_le2,international,0.04058937,0.02311912,3,16.906677,0.47368422,0.94736844,0.6315789,0,1
162896,93283,5,7,0,1,0,1,low_dest,high_cand,los_le2,international,0.058675267,0.037571453,61,14.690002,0.25,0.59375,0.125,0,1
162902,93182,21,15,1,0,0,0,low_dest,high_cand,los_le2,domestic,0.044648305,0.027742945,0,-185.5736,0.060606062,0.060606062,0.6060606,1,1
162906,82116,8,7,1,0,0,0,low_dest,mid_cand,los_le2,domestic,0.024939364,0.0026675907,144,8.541595,0.16666667,0.20833333,0.7083333,1,2
162907,108834,2,2,0,0,0,0,mid_dest,high_cand,los_3plus,international,0.072893165,0.07346547,153,-16.278496,0.1875,0.40625,0.34375,0,3
162908,52174,2,1,1,0,0,0,,,,,0.16949917,0.15521851,31,-28.938705,0.5555556,0.4074074,0.5925926,0,2
162909,101120,1,1,0,0,0,0,,,,,0.12689778,0.14646012,83,-7.56398,0.06896552,0.51724136,0.55172414,1,2
162914,59618,9,9,0,0,0,0,low_dest,high_cand,los_le2,domestic,0.048200972,0.036710113,226,-45.80594,0.1875,0.625,0.5,1,1
162925,32436,2,3,0,1,0,0,high_dest,low_cand,los_le2,domestic,0.04104297,0.041207403,27,22.687408,0.071428575,0.2857143,0.64285713,1,1
162928,19078,1,1,0,0,0,0,,,,,0.13734484,0.10967768,38,-40.425003,0.1764706,0.1764706,0.1764706,1,1
162935,96325,1,1,0,0,0,0,,,,,0.09534731,0.025220858,26,-38.536926,0.083333336,0.5,0.33333334,1,3
162951,27007,7,8,0,1,0,0,high_dest,low_cand,los_le2,domestic,0.049878728,0.0709683,57,0.9389496,0.2,0.46666667,0.8,1,1
162963,61011,3,3,0,0,0,0,mid_dest,high_cand,los_le2,domestic,0.05585397,0.024489436,549,-74.27836,0.09375,0.125,0.09375,1,1
162973,104263,1,1,0,0,0,0,,,,,0.05477201,0.011097178,104,-95.69104,0.3529412,0.47058824,0.05882353,0,3
162997,92176,1,1,0,0,0,0,,,,,0.07859522,0.00815969,127,-50.576378,0.25,0.083333336,0.41666666,1,1
163003,140742,3,4,0,1,0,0,high_dest,low_cand,los_le2,domestic,0.054745067,0.051097177,31,-27.322578,0.1,0.45,0.8,1,1
163011,126476,2,2,0,0,0,0,mid_dest,mid_cand,los_3plus,domestic,0.02849892,0.027742945,17,-30.064117,0.4,0.04,0.16,1,5
163023,100081,1,1,0,0,0,0,,,,,0.058805224,0.04062225,707,-91.61293,0.121212125,0.45454547,0.030303031,1,5
163037,29286,5,4,1,0,0,0,low_dest,mid_cand,los_3plus,international,0.09514483,0.021340726,415,-14.180267,0.06666667,1.0,0.1,0,3
163051,5866,1,1,0,0,0,0,,,,,0.085703604,0.034949865,289,21.30619,0.26666668,0.033333335,0.8666667,0,2
163055,62273,25,19,1,0,0,0,low_dest,high_cand,los_le2,domestic,0.04139108,0.004783266,99,-4.5904083,1.0,0.42424244,0.27272728,1,2
163081,102949,16,15,1,0,0,0,high_dest,low_cand,los_le2,domestic,0.047686256,0.01206215,61,-49.165573,0.16666667,0.5555556,0.3888889,1,2
163088,88594,1,1,0,0,0,0,,,,,0.03720692,0.027742945,6,-9.489998,0.25,0.15,0.1,1,1
163103,140040,2,2,0,0,0,0,low_dest,low_cand,los_le2,domestic,0.04449541,0.033616565,90,-1.7685547,0.23076923,0.3846154,0.53846157,1,2
163141,95891,1,1,0,0,0,0,,,,,0.031149982,0.021340726,13,-17.979996,0.071428575,0.5,0.71428573,0,1
163146,105088,4,5,0,1,0,0,mid_dest,high_cand,los_3plus,international,0.048738524,0.018495297,18,-1.4549942,0.28125,0.65625,0.03125,0,5
163177,70885,1,1,0,0,0,0,,,,,0.03965168,0.00866967,29,94.61862,0.2,0.2,0.2,0,4
163192,106353,9,8,1,0,0,0,mid_dest,high_cand,los_3plus,international,0.01860346,0.01733934,42,-10.8078575,0.032258064,0.12903225,0.48387095,0,3
163194,83334,3,3,0,0,0,0,mid_dest,high_cand,los_le2,domestic,0.01424946,0.02311912,64,-4.8817215,0.32352942,0.7352941,0.38235295,1,1
163239,26689,1,1,0,0,0,0,,,,,0.041857786,0.027742945,2,-18.659996,0.5652174,0.47826087,0.6086956,0,1
163244,20863,3,3,0,0,0,0,low_dest,low_cand,los_le2,domestic,0.035325386,0.052311912,291,-11.1454315,0.6666667,0.26666668,0.6,1,1
163260,11821,32,31,1,0,0,0,mid_dest,high_cand,los_3plus,domestic,0.018309912,0.008406953,207,-434.51642,0.8787879,0.3939394,0.75757575,1,4
163284,115026,3,3,0,0,0,0,high_dest,low_cand,los_le2,domestic,0.056188457,0.042018328,243,-37.39383,0.11111111,0.22222222,0.5,1,1
163286,31442,3,6,0,1,0,1,mid_dest,mid_cand,los_3plus,international,0.15448087,0.077713475,626,15.83606,0.37931034,0.82758623,0.03448276,0,3
163293,48022,8,9,0,1,0,0,mid_dest,low_cand,los_3plus,international,0.05300713,0.0077063735,33,-60.35211,1.0,0.90909094,0.09090909,0,9
163305,12870,5,5,0,0,0,0,high_dest,low_cand,los_3plus,international,0.019775737,0.011612995,240,-84.72154,0.13333334,0.06666667,0.8666667,0,6
163309,17714,1,1,0,0,0,0,,,,,0.11968948,0.104327545,165,-5390.353,0.03846154,0.15384616,0.07692308,0,3
163319,138270,11,7,1,0,0,0,mid_dest,high_cand,los_le2,domestic,0.02911846,0.021340726,16,-53.139374,0.32258064,0.29032257,0.06451613,1,1
163344,31509,1,1,0,0,0,0,,,,,0.16678898,0.2695344,20,22.115494,0.09090909,0.54545456,0.8181818,1,1
163370,37731,2,2,0,0,0,0,high_dest,low_cand,los_le2,international,0.07855505,0.039242472,178,-15.711739,0.35,0.1,0.2,0,1
163371,45513,4,4,0,0,0,0,high_dest,low_cand,los_le2,domestic,0.037521902,0.021340726,59,217.32983,0.6,0.8,0.6,1,2
163372,53963,1,1,0,0,0,0,,,,,0.081549436,0.07621929,60,-58.41884,0.6666667,0.33333334,0.5,0,4
163380,41331,2,3,0,1,0,0,mid_dest,high_cand,los_le2,domestic,0.06744095,0.041207403,64,-108.33391,0.0625,0.3125,0.125,1,2
163397,23911,1,1,0,0,0,0,,,,,0.07286723,0.049509335,57,6.9664917,0.625,0.09375,0.53125,1,1
163406,55078,5,4,1,0,0,0,low_dest,high_cand,los_3plus,domestic,0.08246572,0.05554965,59,14.819656,0.030303031,0.75757575,0.42424244,1,3
163411,126123,4,4,0,0,0,0,high_dest,low_cand,los_le2,domestic,0.025272626,0.012610429,23,4.2882614,0.36363637,0.54545456,0.36363637,1,1
163415,16024,16,12,1,0,0,0,low_dest,mid_cand,los_le2,domestic,0.022115558,0.0036029797,121,41.05686,0.7037037,0.4814815,0.44444445,1,1
163466,19079,5,5,0,0,0,0,mid_dest,high_cand,los_le2,domestic,0.015758226,0.0052345176,55,3.902542,0.41935483,0.06451613,0.3548387,1,1
163470,4875,1,1,0,0,0,0,,,,,0.054807726,0.041768257,779,-423.3817,0.15625,0.03125,0.6875,1,1
163472,98380,3,5,0,1,0,0,low_dest,high_cand,los_le2,domestic,0.011888902,0.011108082,335,264.47525,0.18181819,0.969697,0.030303031,1,1
163477,7525,2,2,0,0,0,0,mid_dest,low_cand,los_le2,domestic,0.09728593,0.037334908,66,48.811966,0.09090909,0.8181818,0.09090909,1,1
163492,134684,8,10,0,1,0,0,mid_dest,mid_cand,los_le2,international,0.044280093,0.029032487,68,27.455002,0.5862069,0.4827586,0.5862069,0,2
163496,77935,30,29,1,0,0,0,mid_dest,high_cand,los_le2,domestic,0.024278527,0.026403885,643,-65.28104,0.88235295,0.8235294,0.05882353,1,2
163504,19870,12,9,1,0,0,0,mid_dest,mid_cand,los_le2,domestic,0.11238532,0.018495297,62,12.23661,0.22222222,0.37037036,0.22222222,1,1
163515,139911,5,4,1,0,0,0,high_dest,low_cand,los_le2,domestic,0.05570117,0.058064975,12,2.0833359,0.46153846,0.53846157,0.23076923,1,1
163516,134831,20,23,0,1,0,0,low_dest,mid_cand,los_le2,domestic,0.021065287,0.017032392,176,-45.652786,0.89285713,0.39285713,0.071428575,1,1
163529,131418,6,3,1,0,1,0,low_dest,high_cand,los_3plus,international,0.12466775,0.008949337,77,-4.9435043,0.40625,0.125,0.5625,0,3
163536,48448,1,1,0,0,0,0,,,,,0.07889908,0.16387147,25,16.96,0.34375,0.65625,0.125,1,1
163538,102112,29,28,1,0,0,0,mid_dest,mid_cand,los_3plus,international,0.026002824,0.018847963,483,-47.826538,0.20689656,1.0,0.06896552,0,3
163567,97726,2,2,0,0,0,0,low_dest,mid_cand,los_le2,domestic,0.046074305,0.0491319,151,-6.2372284,0.16666667,0.5,0.33333334,1,2
163589,64843,1,1,0,0,0,0,,,,,0.10734999,0.058525525,57,48.771057,0.27272728,0.90909094,0.09090909,1,3
163590,133547,3,3,0,0,0,0,low_dest,low_cand,los_le2,international,0.028882088,0.01733934,51,168.66158,0.33333334,0.8333333,0.16666667,0,1
163593,361,1,1,0,0,0,0,,,,,0.06111241,0.1581143,401,0.34140015,0.125,0.34375,0.03125,1,1
163595,21344,1,1,0,0,0,0,,,,,0.11151534,0.06384223,260,-79.90292,0.35714287,0.42857143,0.35714287,0,4
163607,90468,3,2,1,0,0,0,mid_dest,high_cand,los_3plus,international,0.05183931,0.02322599,73,48.721237,0.06451613,0.16129032,0.22580644,0,3
163614,62363,6,7,0,1,0,0,high_dest,mid_cand,los_le2,domestic,0.1037727,0.08119122,166,36.185837,0.3478261,0.73913044,0.3478261,1,1
163621,113291,16,15,1,0,0,0,mid_dest,mid_cand,los_3plus,domestic,0.034671746,0.019354992,124,17.938301,0.76666665,0.7,0.26666668,1,3
163631,135168,5,6,0,1,0,1,low_dest,mid_cand,los_3plus,domestic,0.021958183,0.01206215,31,-58.34453,0.083333336,0.20833333,1.0,1,7
163633,121314,7,9,0,1,0,0,mid_dest,high_cand,los_3plus,international,0.050933246,0.02741942,173,-56.02826,0.25,0.65625,0.78125,0,4
163642,60064,2,2,0,0,0,0,high_dest,low_cand,los_le2,domestic,0.07332943,0.009908195,111,-71.90072,0.6,0.1,0.3,1,1
163648,102885,1,1,0,0,0,0,,,,,0.06914298,0.11705105,134,-19.715149,0.47058824,0.38235295,0.1764706,1,1
163661,130946,1,1,0,0,0,0,,,,,0.11526271,0.08133677,25,-8.070404,0.16666667,0.33333334,0.16666667,1,1
163666,33793,1,1,0,0,0,0,,,,,0.20838794,0.25060955,82,1.1735382,0.030303031,0.18181819,0.4848485,1,1
163667,96144,14,16,0,1,0,0,high_dest,high_cand,los_le2,domestic,0.010889831,0.015412747,93,25.881622,0.54545456,0.6060606,0.4848485,1,2
163674,77089,15,11,1,0,0,0,mid_dest,high_cand,los_3plus,international,0.08720435,0.054717023,1866,-40.649452,0.8181818,0.121212125,0.7878788,0,5
163682,48375,3,3,0,0,0,0,low_dest,high_cand,los_le2,domestic,0.108634315,0.07793551,461,-74.02182,0.121212125,0.6666667,0.5151515,1,1
163685,140702,2,2,0,0,0,0,high_dest,low_cand,los_le2,international,0.036201328,0.02311912,7,4.3785706,0.5,0.375,0.375,0,1
163696,37515,8,8,0,0,0,0,low_dest,low_cand,los_le2,domestic,0.01417848,0.01631938,135,79.31504,0.125,0.125,0.8125,1,2
163711,70447,1,1,0,0,0,0,,,,,0.019134989,0.013210926,40,24.623001,0.6,1.0,0.4,0,1
163717,10176,9,9,0,0,0,0,mid_dest,mid_cand,los_le2,domestic,0.03710499,0.027742945,60,-0.661499,0.6666667,0.06666667,0.8666667,1,1
163740,97992,31,31,0,0,0,0,low_dest,high_cand,los_le2,domestic,0.07969327,0.00866967,37,46.28135,0.121212125,0.7878788,0.060606062,1,1
163741,35556,10,10,0,0,0,0,low_dest,high_cand,los_le2,domestic,0.09579806,0.022411043,151,-512.21783,0.5625,0.65625,0.71875,1,1
163761,3108,1,1,0,0,0,0,,,,,0.075896576,0.058064975,14,-17.525002,0.07692308,0.6923077,0.07692308,0,1
163798,23622,8,8,0,0,0,0,high_dest,low_cand,los_le2,domestic,0.057059735,0.013871472,11,8.571823,0.5555556,0.44444445,0.8888889,1,2
163849,89380,7,7,0,0,0,0,high_dest,low_cand,los_le2,domestic,0.0531693,0.027742945,14,-20.14286,0.3529412,0.7647059,0.05882353,1,2
163865,117972,9,11,0,1,0,0,mid_dest,high_cand,los_le2,domestic,0.04391263,0.05506517,251,-6.7016296,0.969697,0.060606062,0.8787879,1,2
163870,6255,6,6,0,0,0,0,low_dest,low_cand,los_le2,domestic,0.025376895,0.029032487,141,103.76957,0.5,0.8,0.15,1,1
163897,43955,1,5,0,1,0,0,high_dest,mid_cand,los_le2,international,0.10848623,0.11986471,10,51.865997,0.46153846,0.9230769,0.30769232,0,1
163903,137397,14,19,0,1,0,0,mid_dest,high_cand,los_3plus,domestic,0.030782226,0.0077063735,46,-49.32782,0.125,0.53125,0.03125,1,3
163912,94203,6,5,1,0,1,0,low_dest,high_cand,los_3plus,international,0.04289212,0.029815985,281,-40.84758,0.34375,0.875,0.21875,0,3
163919,123865,10,8,1,0,0,0,mid_dest,mid_cand,los_le2,international,0.05137614,0.0491319,35,10.256866,0.32,0.2,0.4,0,1
163938,94150,31,31,0,0,0,0,mid_dest,high_cand,los_le2,domestic,0.022713099,0.01206215,73,12.130821,0.78125,0.25,0.25,1,1
163952,127964,1,1,0,0,0,0,,,,,0.036553893,0.09124496,34,-3.323822,0.1875,0.1875,0.03125,1,5
163959,1666,2,1,1,0,0,0,,,,,0.15129119,0.13703239,78,26.05603,0.8518519,0.5925926,0.11111111,0,2
163964,48356,3,3,0,0,0,0,low_dest,high_cand,los_le2,domestic,0.07381469,0.053728353,232,-1008.5388,0.19354838,0.9354839,0.22580644,1,1
163972,53254,6,5,1,0,1,0,mid_dest,low_cand,los_le2,international,0.044648305,0.027742945,0,0.43640137,0.8333333,0.8333333,0.33333334,0,1
164017,76014,1,2,0,1,0,0,high_dest,high_cand,los_le2,international,0.08810801,0.01206215,76,-78.70223,0.09677419,0.32258064,0.3548387,0,2
164023,70604,6,5,1,0,1,0,high_dest,low_cand,los_le2,international,0.05963302,0.044049293,26,16.54654,0.33333334,0.8333333,0.083333336,0,1
164027,54388,1,1,0,0,0,0,,,,,0.16680567,0.17249629,14,6.0714264,0.125,0.625,0.125,1,2
164045,1230,5,5,0,0,0,0,mid_dest,high_cand,los_le2,domestic,0.07141585,0.050630886,1361,-138.36661,0.8181818,0.09090909,0.8484849,1,1
164048,140289,6,8,0,1,0,0,high_dest,mid_cand,los_3plus,international,0.030478122,0.00815969,178,-191.6091,0.15384616,0.46153846,0.07692308,0,7
164049,53038,3,3,0,0,0,0,mid_dest,high_cand,los_le2,international,0.11035575,0.053728353,109,-9.0065155,0.7741935,0.87096775,0.09677419,0,2
164059,23097,1,1,0,0,0,0,,,,,0.060534075,0.07542626,306,-108.05898,0.03125,0.03125,0.46875,1,2
164061,117582,3,4,0,1,0,0,high_dest,low_cand,los_3plus,domestic,0.04005433,0.027742945,328,31.20317,0.1,0.8,0.1,1,3
164068,48975,1,1,0,0,0,0,,,,,0.052424636,0.04193558,110,-38.6081,0.23529412,0.23529412,0.47058824,0,2
164072,129282,5,4,1,0,0,0,high_dest,low_cand,los_le2,domestic,0.094335854,0.018495297,16,13.705627,0.8,0.2,0.7,1,1
164086,73646,2,2,0,0,0,0,mid_dest,low_cand,los_le2,domestic,0.07310779,0.027742945,2,-13.0,0.8,0.4,0.6,1,1
164088,18552,3,3,0,0,0,0,high_dest,mid_cand,los_le2,international,0.15024352,0.19764288,132,-57.22917,0.083333336,0.9166667,0.083333336,0,1
164095,110424,5,5,0,0,0,0,low_dest,low_cand,los_le2,domestic,0.025155367,0.0073007746,63,-8.289368,0.35,0.45,0.1,1,1
164127,108812,4,4,0,0,0,0,high_dest,mid_cand,los_le2,domestic,0.061119,0.05422451,41,-51.726826,0.11111111,0.11111111,0.14814815,1,2
164137,62131,5,7,0,1,0,1,mid_dest,low_cand,los_3plus,domestic,0.027464869,0.013885102,128,-79.07695,0.05,0.35,0.05,1,3
164138,88083,2,2,0,0,0,0,low_dest,mid_cand,los_le2,domestic,0.09049914,0.04258098,29,26.388275,0.041666668,0.5,0.25,1,1
164139,117321,2,2,0,0,0,0,low_dest,low_cand,los_le2,domestic,0.072154716,0.025220858,44,40.818184,0.42857143,0.42857143,0.2857143,1,1
164140,139945,22,22,0,0,0,0,low_dest,high_cand,los_le2,domestic,0.023394492,0.00577978,70,10.839149,0.57575756,0.75757575,0.030303031,1,1
164145,74399,21,21,0,0,0,0,high_dest,mid_cand,los_le2,international,0.044648305,0.027742945,0,-37.003586,0.7826087,0.65217394,,0,1
164150,72679,1,1,0,0,0,0,,,,,0.07429198,0.06569365,338,25.764435,0.67741936,0.12903225,0.032258064,1,1
164180,11591,4,9,0,1,0,1,low_dest,mid_cand,los_3plus,domestic,0.046365242,0.029482845,193,23.775742,0.16666667,0.93333334,0.1,1,3
164187,95942,1,2,0,1,0,0,mid_dest,high_cand,los_le2,domestic,0.06087189,0.013210926,107,-3.6771927,0.15151516,0.42424244,0.42424244,1,2
164193,25274,11,12,0,1,0,0,mid_dest,high_cand,los_le2,domestic,0.024375541,0.030776074,107,-5.446541,0.36363637,0.36363637,0.09090909,1,1
164194,93923,14,14,0,0,0,0,high_dest,low_cand,los_le2,international,0.044648305,0.027742945,0,-168.5736,0.64705884,0.5294118,,0,1
164206,105154,1,1,0,0,0,0,,,,,0.04524957,0.01733934,88,-23.803864,1.0,0.2,0.6,1,3
164207,33233,11,11,0,0,0,0,low_dest,high_cand,los_le2,domestic,0.04994903,0.021340726,177,-52.578186,0.59375,0.625,0.125,1,1
164209,38064,22,24,0,1,0,0,low_dest,high_cand,los_3plus,domestic,0.032928184,0.02311912,284,14.309891,0.46875,0.65625,0.03125,1,4
164214,105408,1,2,0,1,0,0,mid_dest,high_cand,los_le2,domestic,0.061950155,0.04744543,944,-36.167023,0.21212122,0.15151516,0.42424244,1,2
164218,8804,3,3,0,0,0,0,high_dest,low_cand,los_le2,international,0.041328087,0.033006225,75,91.79373,0.25,0.25,0.625,0,2
164235,64949,7,4,1,0,1,0,low_dest,high_cand,los_le2,domestic,0.1126566,0.0742581,621,-326.05786,0.5625,0.8125,0.0625,1,1
164242,22578,1,1,0,0,0,0,,,,,0.22158045,0.251718,653,-34.323273,0.18181819,0.4848485,0.6363636,1,1
164243,56828,3,4,0,1,0,0,high_dest,low_cand,los_le2,domestic,0.05803749,0.01631938,62,-152.6766,0.33333334,0.33333334,0.16666667,1,1
164264,95326,8,6,1,0,0,0,mid_dest,high_cand,los_le2,international,0.04412768,0.019959835,91,-227.82178,0.65625,0.5625,0.0625,0,2
164282,136215,2,4,0,1,0,0,high_dest,low_cand,los_le2,international,0.16037402,0.23475578,22,19.115005,0.0952381,0.33333334,0.3809524,0,1
164300,80414,1,1,0,0,0,0,,,,,0.093701676,0.12605497,59,-27.656937,0.22222222,0.44444445,0.44444445,0,1
164304,112270,2,1,1,0,0,0,,,,,0.045118112,0.024829011,177,21.118813,0.2,0.2,0.6,1,2
164322,110519,4,5,0,1,0,0,mid_dest,high_cand,los_le2,domestic,0.11114296,0.059589624,162,5.1058655,0.21875,0.28125,0.09375,1,1
164377,114989,30,28,1,0,0,0,mid_dest,high_cand,los_le2,international,0.016055044,0.009677496,178,173.07028,0.6875,0.5,0.15625,0,1
164384,133555,6,5,1,0,1,0,high_dest,mid_cand,los_3plus,international,0.13271578,0.027112255,176,-31.344543,0.32142857,0.4642857,0.71428573,0,3
164403,11976,26,27,0,1,0,0,low_dest,high_cand,los_le2,domestic,0.0163827,0.00241243,418,16.214935,0.03125,1.0,0.03125,1,1
164404,43463,1,1,0,0,0,0,,,,,0.024736661,0.04744645,105,-6.030861,0.18181819,0.27272728,0.45454547,1,1
164457,110190,1,1,0,0,0,0,,,,,0.124108054,0.1379816,150,-94.66254,0.25,0.375,0.625,1,4
164473,4499,2,3,0,1,0,0,mid_dest,low_cand,los_le2,domestic,0.03348623,0.027742945,10,-5.5,0.6,0.2,0.3,1,2
164491,101700,4,4,0,0,0,0,mid_dest,high_cand,los_le2,domestic,0.03783221,0.017932516,164,54.748238,0.28125,0.21875,0.21875,1,1
164498,125917,13,11,1,0,0,0,mid_dest,high_cand,los_3plus,international,0.03965168,0.0491319,29,-19.994827,0.84375,0.21875,0.0625,0,3
164500,22751,6,6,0,0,0,0,high_dest,mid_cand,los_le2,domestic,0.04574588,0.008949337,43,56.57744,0.09090909,0.4090909,0.36363637,1,1
164513,27347,2,2,0,0,0,0,high_dest,mid_cand,los_3plus,international,0.071740985,0.075142905,142,3.4375458,0.2,0.8666667,0.1,0,3
164524,109160,1,1,0,0,0,0,,,,,0.1482161,0.065069415,60,-200.65283,0.07692308,0.5769231,0.53846157,1,2
164530,70746,7,7,0,0,0,0,high_dest,low_cand,los_le2,domestic,0.02060691,0.010275165,35,-13.285713,0.1,0.45,0.35,1,1
164550,138179,4,5,0,1,0,0,high_dest,mid_cand,los_3plus,domestic,0.081274986,0.075914316,48,-0.66728973,0.6923077,0.34615386,0.07692308,1,3
164552,11869,5,5,0,0,0,0,high_dest,low_cand,los_le2,domestic,0.04177588,0.021340726,26,44.386154,0.6666667,0.6666667,0.16666667,1,1
164553,59081,1,1,0,0,0,0,,,,,0.040836357,0.020376176,615,29.866821,0.27272728,0.8484849,0.3939394,1,1
164555,63296,1,4,0,1,0,0,high_dest,high_cand,los_3plus,domestic,0.06289057,0.0327546,39,-360.74567,0.032258064,0.48387095,0.16129032,1,4
164561,101631,4,4,0,0,0,0,high_dest,mid_cand,los_3plus,domestic,0.13661987,0.00866967,53,-456.53076,0.2,0.96,0.04,1,3
164562,30093,1,1,0,0,0,0,,,,,0.061319478,0.059589624,106,-33.83754,0.35714287,0.071428575,0.9285714,0,4
164566,69301,5,5,0,0,0,0,mid_dest,low_cand,los_le2,domestic,0.033420704,0.031156816,40,30.862,0.6315789,0.47368422,0.10526316,1,1
164572,52018,3,3,0,0,0,0,high_dest,mid_cand,los_le2,domestic,0.09784101,0.12565309,137,10.021759,0.09090909,0.72727275,0.27272728,1,2
164576,58835,6,6,0,0,0,0,mid_dest,mid_cand,los_le2,domestic,0.06859298,0.11387147,77,27.968178,0.24,0.48,0.56,1,1
164590,58835,6,5,1,0,1,0,mid_dest,high_cand,los_le2,international,0.06859298,0.11387147,77,17.968178,0.32258064,0.61290324,0.516129,0,2
164612,65100,1,1,0,0,0,0,,,,,0.043412704,0.042558067,761,36.30156,0.26666668,0.033333335,0.23333333,1,1
164620,118677,9,12,0,1,0,0,high_dest,mid_cand,los_le2,domestic,0.05857922,0.023972942,266,17.620377,0.68,0.2,0.48,1,1
164621,84462,6,8,0,1,0,0,low_dest,high_cand,los_3plus,domestic,0.021661567,0.005661825,78,-17.557053,0.4375,0.71875,0.0625,1,3
164622,69610,3,3,0,0,0,0,mid_dest,low_cand,los_3plus,domestic,0.079243116,0.01981639,50,-5.0690002,0.0952381,0.23809524,0.0952381,1,7
