srch_id,prop_id,price_usd_booked,price_rank_norm_booked,price_vs_mean_booked,price_vs_median_booked,price_vs_prop_mean_booked,price_ratio_to_hist_booked,value_score_booked,value_score_rank_norm_booked,quality_rank_avg_booked,prop_starrating_booked,prop_review_score_booked,prop_brand_bool_booked,promotion_flag_booked,prop_location_score1_booked,prop_location_score2_booked,location1_rank_norm_booked,location2_rank_norm_booked,review_rank_norm_booked,star_percentile_booked,prop_count_booked,prop_click_rate_booked,prop_book_rate_booked,prop_dest_book_rate_booked,prop_avg_position_booked,orig_destination_distance_booked,comp_rate_advantage_booked,comp_no_inv_count_booked,seg_dest,seg_cand,seg_los,seg_dom,booked_v6_pos,booked_v4_pos,prop_id_wrong,price_usd_wrong,price_rank_norm_wrong,price_vs_mean_wrong,price_vs_median_wrong,price_vs_prop_mean_wrong,price_ratio_to_hist_wrong,value_score_wrong,value_score_rank_norm_wrong,quality_rank_avg_wrong,prop_starrating_wrong,prop_review_score_wrong,prop_brand_bool_wrong,promotion_flag_wrong,prop_location_score1_wrong,prop_location_score2_wrong,location1_rank_norm_wrong,location2_rank_norm_wrong,review_rank_norm_wrong,star_percentile_wrong,prop_count_wrong,prop_click_rate_wrong,prop_book_rate_wrong,prop_dest_book_rate_wrong,prop_avg_position_wrong,orig_destination_distance_wrong,comp_rate_advantage_wrong,comp_no_inv_count_wrong
123645,82214,156.5,0.6,2.1340027,15.75,-43.092026,,0.98825455,0.33333334,0.18888889,5,4.0,1,1,4.63,0.2204,0.23333333,0.26666668,0.3,0.6666667,69,0.07413585,0.058912,0.033616565,9.147541,0.2,1,0,mid_dest,mid_cand,los_3plus,domestic,4,6,34938,108.34,0.1,-46.026,-32.410004,-78.69307,,1.0650847,0.033333335,0.37777779,5,4.0,0,1,4.47,0.1145,0.8,0.73333335,0.3,0.6666667,62,0.05803749,0.052524872,0.0327546,13.678572,0.52,0,0
123652,5116,144.7,0.2580645,-56.73709,-48.559998,9.725372,1.0456752,0.6022222,0.38709676,0.47311828,3,3.0,0,0,3.69,0.1284,0.16129032,0.2580645,0.9354839,0.4516129,359,0.011155397,0.009851641,0.01166345,21.03125,2398.2,0,0,low_dest,high_cand,los_le2,domestic,13,11,78182,193.26,0.516129,-8.1770935,0.0,10.350616,1.0450206,0.56934667,0.5483871,0.23655914,3,4.0,0,1,3.71,0.1674,0.06451613,0.06451613,0.32258064,0.4516129,309,0.059998374,0.05260262,0.060497582,8.447471,2398.36,0,0
123654,56949,259.0,0.39130434,-85.65216,-12.0,115.7715,,0.5395022,0.47826087,0.5217391,3,4.0,0,0,2.08,,0.82608694,,0.47826087,0.5,93,0.051540237,0.039286897,0.021340726,20.04054,61.16,0,0,mid_dest,mid_cand,los_le2,domestic,9,9,50760,180.0,0.04347826,-164.65216,-91.0,12.182068,,0.5770899,0.26086956,0.47826087,3,4.0,1,0,2.64,,0.6956522,,0.47826087,0.5,97,0.05779094,0.030175498,0.01981639,22.558441,63.84,0,0
123666,83047,99.0,0.4516129,-12.6129,0.0,-34.354996,,0.8685889,0.29032257,0.29032257,4,4.5,1,0,2.56,0.1045,0.7096774,0.09677419,0.09677419,0.62903225,34,0.0678039,0.059879504,0.0948929,12.576923,,-1,0,high_dest,high_cand,los_le2,domestic,2,2,86547,94.0,0.32258064,-17.6129,-5.0,-21.763046,,0.87837243,0.12903225,0.3655914,4,4.5,1,1,1.61,0.0923,0.9354839,0.12903225,0.09677419,0.62903225,23,0.10074432,0.09117525,0.15606807,12.666667,,0,0
123683,7341,233.0,0.6875,22.5625,24.0,36.955948,,0.73322904,0.0625,0.4375,4,4.0,0,1,0.69,0.029,0.875,0.625,0.375,0.875,94,0.043060075,0.022841034,0.016808283,12.432836,,1,0,high_dest,low_cand,los_le2,domestic,8,8,46611,239.0,0.75,28.5625,30.0,74.80391,,0.7298419,0.125,0.3125,4,4.0,1,0,1.61,0.0958,0.5,0.25,0.375,0.875,100,0.13338038,0.0833253,0.12207144,4.513889,,0,0
123685,22013,119.0,0.82857144,28.37143,39.0,-40.15956,,0.6266329,0.51428574,0.31428573,3,3.5,0,1,3.43,0.2178,0.22857143,0.028571429,0.4,0.6,509,0.056288403,0.02751816,0.031561516,10.793017,274.68,0,0,low_dest,high_cand,los_le2,domestic,7,8,62726,76.0,0.4,-14.628571,-4.0,-91.83403,,0.9208516,0.028571429,0.36190477,4,4.0,1,0,1.39,0.1249,0.9142857,0.34285715,0.14285715,0.87142855,471,0.17233422,0.10944568,0.12900104,9.063536,273.53,-1,0
123686,140562,300.27,0.8,77.978,51.87999,144.94598,,0.70077,0.8,0.33333334,4,4.0,1,0,2.48,0.3707,0.2,0.2,0.4,0.5,5,0.038269978,0.023779666,0.01981639,1.0,,0,0,high_dest,low_cand,los_le2,international,2,2,61245,105.33,0.2,-116.96199,-143.06,-24.9375,,1.071456,0.2,0.33333334,5,5.0,0,0,2.2,0.0247,0.6,0.6,0.2,1.0,4,0.039395563,0.024479069,0.01981639,20.0,,0,0
123688,1230,228.74,0.21212122,-70.824234,-58.36998,-128.6266,,0.5517801,0.8484849,0.56565654,3,3.5,0,0,5.83,0.2106,0.21212122,0.060606062,0.7878788,0.1969697,1361,0.07141585,0.048046216,0.037109718,13.184502,,0,0,mid_dest,high_cand,los_le2,international,7,8,61529,257.93,0.3030303,-41.634247,-29.179993,-17.412811,,0.71987015,0.121212125,0.16161616,4,4.5,1,1,5.7,0.1751,0.36363637,0.3030303,0.030303031,0.6515151,1434,0.07195318,0.05453025,0.034488585,8.72099,,0,0
123729,6764,110.58,0.4516129,-29.74968,-18.209991,0.8152771,,0.4242014,1.0,0.8817204,2,3.5,1,0,1.61,0.0974,0.9354839,0.06451613,0.7419355,0.048387095,91,0.12677231,0.11431643,0.13350692,10.288136,2970.03,0,0,mid_dest,high_cand,los_le2,international,2,2,53541,204.24,0.87096775,63.910324,75.45001,-9.715958,,0.75128937,0.8064516,0.60215056,4,4.0,0,0,1.61,0.064,0.9354839,0.19354838,0.48387095,0.4516129,84,0.19596007,0.18273938,0.2549541,5.1369863,2969.84,0,0
123731,90873,134.4,0.38709676,-16.53389,-0.9700012,-44.893875,,0.6112179,0.61290324,0.40860215,3,4.0,0,1,3.64,0.165,0.516129,0.22580644,0.3548387,0.4032258,295,0.09642907,0.08256089,0.08051731,8.975308,185.35,0,0,low_dest,high_cand,los_le2,domestic,4,3,64414,76.39,0.06451613,-74.543884,-58.979996,-54.18799,,0.6898364,0.32258064,0.50537634,3,3.5,0,1,3.69,0.1172,0.3548387,0.48387095,0.8064516,0.4032258,392,0.05530675,0.04225661,0.05042056,11.650794,184.5,0,0
123733,124285,45.0,0.23529412,-6.294117,-6.0,-5.3875847,,0.5223785,0.3529412,0.39215687,2,4.5,1,1,1.39,,0.88235295,,0.11764706,0.47058824,29,0.056600835,0.048004888,0.027742945,17.125,1422.36,0,0,low_dest,low_cand,los_3plus,domestic,11,11,3227,26.0,0.05882353,-25.294117,-25.0,-92.90909,,0.6068261,0.1764706,0.47058824,2,3.0,0,1,2.4,0.0984,0.5294118,0.3529412,0.7058824,0.47058824,22,0.025758639,0.016005544,0.027742945,17.4,1431.56,0,0
123734,111900,169.0,0.36363637,-165.72726,-106.0,27.308487,,0.58413506,0.8181818,0.54545456,3,4.5,0,1,3.89,0.3708,0.8181818,0.09090909,0.27272728,0.3181818,126,0.07909904,0.037386462,0.09364084,17.468355,4846.95,0,0,high_dest,low_cand,los_le2,international,3,4,3703,278.0,0.6363636,-56.727264,3.0,-55.69565,,0.88790834,0.09090909,0.24242425,5,5.0,1,1,3.91,0.1368,0.54545456,0.45454547,0.09090909,0.8181818,208,0.08125819,0.062320538,0.19668728,12.664516,4846.84,0,0
123748,69031,111.0,0.516129,-8.6451645,0.0,-209.58707,,0.84772724,0.19354838,0.34408602,4,4.5,1,1,1.95,0.0363,0.9032258,0.58064514,0.06451613,0.7258065,274,0.057037663,0.04879042,0.058997642,9.723809,1237.6,3,0,low_dest,high_cand,los_3plus,domestic,2,2,13659,109.0,0.38709676,-10.6451645,-2.0,-132.77127,,0.8509768,0.09677419,0.11827957,4,4.5,1,0,4.14,0.1159,0.22580644,0.16129032,0.06451613,0.7258065,251,0.07238238,0.03143163,0.028996864,16.647058,1239.39,2,0
123758,130428,219.0,0.75,11.0,20.0,45.72412,,0.55621195,0.6875,0.25,3,4.0,0,0,3.14,0.3073,0.25,0.3125,0.25,0.5625,177,0.02579444,0.0040207165,0.01631938,19.105263,2.57,-3,1,high_dest,low_cand,los_le2,domestic,10,9,39825,199.0,0.4375,-9.0,0.0,1.120575,,0.5662175,0.375,0.27083334,3,4.0,1,0,3.09,0.3595,0.3125,0.0625,0.25,0.5625,211,0.030454146,0.015901612,0.0709683,21.898438,2.46,-1,0
123790,15802,149.0,0.25,-40.28125,-28.5,-4238.876,0.5677615,0.9978774,0.03125,0.041666668,5,4.5,1,1,4.17,0.0741,0.0625,0.09375,0.03125,0.953125,519,0.022476228,0.0106234765,0.016774233,13.044393,424.42,2,0,low_dest,high_cand,los_le2,domestic,3,3,21198,99.0,0.03125,-90.28125,-78.5,-293.13934,0.470067,0.8685889,0.09375,0.20833333,4,4.5,1,0,3.69,0.0324,0.4375,0.4375,0.03125,0.453125,651,0.09888318,0.07904888,0.09092421,12.080321,425.11,0,0
123798,27932,69.0,0.33333334,-24.190475,-21.0,6.0764427,0.78986496,0.7061324,0.04761905,0.11111111,3,4.0,1,0,2.56,0.3876,0.04761905,0.14285715,0.23809524,0.7619048,45,0.04452599,0.011097178,0.027742945,18.263159,360.35,0,0,mid_dest,low_cand,los_le2,domestic,2,1,138963,47.0,0.0952381,-46.190475,-43.0,3.6209297,0.9049709,0.51663554,0.61904764,0.4920635,2,3.0,1,0,2.56,0.4278,0.04761905,0.04761905,0.85714287,0.26190478,43,0.07314314,0.0524971,0.027742945,16.305555,360.37,0,0
123816,63769,116.0,0.33333334,-59.33333,-43.0,36.62394,,0.41997623,0.6666667,0.5555556,2,3.5,1,0,1.61,0.1091,0.4,0.4,0.73333335,0.4,66,0.1077026,0.092003,0.014601549,10.37037,,0,0,high_dest,low_cand,los_le2,domestic,5,6,96445,129.0,0.4,-46.33333,-30.0,-24.516006,,0.6163284,0.26666668,0.51111114,3,3.0,0,0,1.61,0.1896,0.4,0.2,0.8666667,0.7,20,0.06678899,0.036645766,0.075142905,10.875,,0,0
123819,55258,115.0,0.55,-39.149994,3.0,-4.8414,,0.63110197,0.45,0.31666666,3,4.0,0,0,2.4,0.6749,0.05,0.25,0.55,0.6,50,0.15424311,0.0979036,0.18198033,12.3529415,,1,0,high_dest,low_cand,los_le2,international,3,4,47495,132.0,0.65,-22.149994,20.0,-43.325943,,0.81793755,0.1,0.11666667,4,4.5,0,0,2.4,0.7224,0.05,0.15,0.2,0.85,91,0.13503677,0.13084535,0.25074133,12.059702,,0,0
123828,71916,39.0,0.06666667,-32.73333,-27.0,-6.1087494,0.7001657,0.54217005,0.2,0.4,2,2.5,1,1,2.56,0.1044,0.06666667,0.33333334,0.93333334,0.6333333,16,0.11607498,0.039832354,0.05554041,5.4,281.62,0,0,high_dest,low_cand,los_le2,domestic,2,2,118846,69.0,0.6,-2.7333298,3.0,-18.07125,0.70758796,0.7061324,0.06666667,0.11111111,3,4.0,1,1,2.56,0.2967,0.06666667,0.06666667,0.2,0.96666664,16,0.07259672,0.061571486,0.0948929,3.25,281.0,0,0
123836,116505,205.02,0.53125,1.5299988,5.8849945,2.951233,,0.7507545,0.25,0.32291666,4,4.0,0,0,4.11,0.176,0.46875,0.34375,0.40625,0.6875,499,0.04222958,0.037490148,0.038730063,12.038835,29.51,3,0,mid_dest,high_cand,los_le2,domestic,10,8,131917,136.35,0.21875,-67.14,-62.785004,-12.363632,,0.8125898,0.0625,0.21875,4,4.0,1,0,4.3,0.1817,0.15625,0.28125,0.40625,0.6875,553,0.07776921,0.04602451,0.062580675,8.995516,29.08,0,0
123841,92995,53.0,0.029411765,-56.558823,-42.5,-9.246754,,0.5013808,0.5588235,0.6764706,2,3.5,0,1,1.1,0.0125,1.0,0.7647059,0.47058824,0.25,231,0.028120495,0.018514514,0.0054397928,25.544973,,0,0,low_dest,high_cand,los_le2,domestic,15,16,112435,118.0,0.6764706,8.441177,22.5,9.828133,,0.6277302,0.4117647,0.13725491,3,4.0,1,1,3.3,0.1457,0.029411765,0.029411765,0.1764706,0.6617647,348,0.072326586,0.04982087,0.07215436,11.465754,,0,0
123861,103982,125.0,0.22222222,-55.22223,-50.0,35.362717,,0.62031126,0.33333334,0.33333334,3,4.0,1,0,2.08,0.0797,0.44444445,0.33333334,0.22222222,0.5,361,0.09549731,0.06862478,0.065880954,12.311644,,0,0,low_dest,low_cand,los_le2,international,2,1,30487,109.0,0.11111111,-71.22223,-66.0,-1060.9015,,0.4254884,1.0,0.7037037,2,2.5,1,0,2.89,0.1782,0.11111111,0.11111111,1.0,0.11111111,430,0.072477065,0.05833106,0.05340277,16.897058,,0,0
123871,83321,78.0,0.3,-44.033333,-17.0,-28.043571,,0.91544753,0.13333334,0.3888889,4,4.5,0,0,5.18,0.2914,0.8333333,0.73333335,0.2,0.65,42,0.12971458,0.0948929,0.11727621,3.075,4817.76,0,0,mid_dest,mid_cand,los_le2,international,2,1,120128,197.0,0.8666667,74.96667,102.0,-2.5384521,,0.75639147,0.73333335,0.06666667,4,5.0,1,1,5.3,0.4448,0.033333335,0.6,0.033333335,0.65,45,0.16452599,0.14443052,0.2061651,4.5,4818.16,0,0
123934,68837,202.78,0.20833333,-61.231262,-34.940002,42.194046,,0.5642236,0.5416667,0.41666666,3,3.5,0,0,3.74,,0.041666668,,0.7916667,0.375,316,0.024102455,0.019746497,0.02311912,18.827068,65.55,0,0,low_dest,mid_cand,los_le2,domestic,14,15,64414,176.2,0.083333336,-87.811264,-61.520004,45.62201,,0.57945496,0.41666666,0.5555556,3,3.5,0,1,3.69,0.1577,0.45833334,0.20833333,0.7916667,0.375,392,0.05530675,0.04225661,0.02311912,11.650794,65.08,0,0
123954,38800,119.0,0.19354838,-37.6129,-16.0,-1.2565155,,0.6266329,0.22580644,0.29032257,3,3.5,1,0,2.08,,0.2580645,,0.4516129,0.6451613,221,0.104938045,0.059092782,0.04258098,10.077465,483.38,0,0,high_dest,high_cand,los_le2,domestic,7,6,16824,159.0,0.7096774,2.3871002,24.0,-5.2647552,,0.7881503,0.06451613,0.05376344,4,4.0,0,0,2.3,0.6342,0.032258064,0.19354838,0.09677419,0.9516129,252,0.05439521,0.03486627,0.10241967,11.157232,485.43,0,0
123958,124766,89.0,0.85714287,17.714287,9.0,16.0,,0.6666949,0.14285715,0.42857143,3,4.5,1,1,0.0,0.2709,1.0,0.14285715,0.14285715,1.0,4,0.068807326,0.05389083,0.09124496,1.0,77.41,0,0,high_dest,low_cand,los_le2,domestic,2,2,33024,50.0,0.14285715,-21.285713,-30.0,-4.5999985,,0.50866956,0.2857143,0.33333334,2,4.0,1,0,1.95,0.1809,0.42857143,0.42857143,0.2857143,0.5714286,5,0.038269978,0.023779666,0.018495297,3.5,64.78,0,0
123993,52784,179.0,0.625,30.9375,36.0,-11.880661,,0.77027404,0.1875,0.15625,4,4.5,1,1,3.43,0.2026,0.34375,0.0625,0.0625,0.765625,414,0.0255393,0.015388037,0.009146303,15.244514,567.63,1,0,low_dest,high_cand,los_le2,domestic,5,6,134966,159.0,0.5625,10.9375,16.0,-5.479843,,0.7881503,0.125,0.09375,4,4.5,1,0,3.47,0.0781,0.15625,0.34375,0.0625,0.765625,371,0.04822805,0.03200072,0.039795335,11.090604,567.38,2,0
124002,41329,127.0,0.31034482,-62.793106,-52.0,-10.609039,,0.6182979,0.55172414,0.43678162,3,4.5,1,1,2.4,0.0807,0.79310346,0.6896552,0.06896552,0.39655173,301,0.0433216,0.032725945,0.033569142,15.393306,932.63,4,0,mid_dest,mid_cand,los_le2,domestic,3,3,135108,259.0,0.82758623,69.206894,80.0,87.48508,,0.7193363,0.31034482,0.06896552,4,4.5,1,0,3.58,0.3876,0.03448276,0.03448276,0.06896552,0.7758621,262,0.15869674,0.115864,0.14894128,6.641148,933.77,0,0
124003,117463,209.0,0.7,36.899994,40.0,30.059784,,0.74806803,0.15,0.2,4,4.5,1,0,1.79,0.0774,0.5,0.4,0.05,0.825,132,0.0391324,0.0236561,0.078034036,16.34091,,-1,0,low_dest,low_cand,los_le2,international,2,2,83026,129.0,0.35,-43.100006,-40.0,7.751152,,0.6163284,0.45,0.48333332,3,4.0,1,0,1.39,0.2029,0.65,0.05,0.35,0.5,269,0.027891135,0.0161615,0.0064518475,11.94359,,1,0
124011,54239,145.0,0.23809524,-37.904755,-14.0,-67.79326,,0.60197365,0.3809524,0.31746033,3,3.5,0,0,3.95,0.3962,0.04761905,0.14285715,0.61904764,0.5714286,40,0.019134989,0.011889833,0.0071135755,21.46875,,0,0,mid_dest,low_cand,los_3plus,international,5,3,129242,153.0,0.42857143,-29.904755,-6.0,-123.51865,,0.794131,0.1904762,0.12698413,4,4.5,0,0,3.95,0.4022,0.04761905,0.04761905,0.14285715,0.8333333,22,0.025758639,0.016005544,0.010275165,30.384615,,0,0
124027,20179,46.83,0.11111111,-94.966675,-75.45,0.8100014,,0.0,0.7777778,0.7037037,0,3.0,0,0,0.69,,0.6666667,,0.6666667,0.22222222,1,0.043208037,0.02684801,0.025220858,15.0,,0,0,high_dest,low_cand,los_le2,domestic,6,8,57813,122.28,0.5555556,-19.516678,0.0,-10.573334,,0.83083075,0.11111111,0.2962963,4,4.0,1,1,1.1,,0.44444445,,0.33333334,0.8333333,6,0.03720692,0.02311912,0.02311912,5.2,,0,0
124050,121362,140.0,0.625,-13.6875,6.0,-5.536194,,0.60621244,0.96875,0.5104167,3,4.0,0,1,3.37,0.0007,0.40625,0.96875,0.46875,0.203125,144,0.0076979836,0.004783266,0.006605463,19.438202,776.31,0,0,low_dest,high_cand,los_3plus,domestic,31,31,13674,106.0,0.25,-47.6875,-28.0,-43.389114,,0.8560125,0.125,0.375,4,4.0,0,0,2.94,0.059,0.59375,0.0625,0.46875,0.6875,1015,0.07975067,0.05247109,0.047007475,14.64977,775.83,0,0
124066,3054,128.04,0.1875,-135.2994,-45.735,-27.857285,,0.8230246,0.15625,0.21875,4,4.5,1,0,2.64,,0.3125,,0.09375,0.578125,188,0.04284151,0.026753616,0.027742945,20.704699,1217.09,0,0,mid_dest,high_cand,los_3plus,international,7,6,8547,171.37,0.5,-91.96939,-2.4049988,-89.806885,,0.970941,0.03125,0.33333334,5,4.5,1,0,1.1,0.6916,0.875,0.03125,0.09375,0.90625,160,0.101786576,0.0622752,0.027742945,17.385246,1215.02,0,0
124078,95588,131.0,0.8125,28.84375,42.5,26.285713,,0.61440134,0.46875,0.083333336,3,4.5,0,1,2.71,0.154,0.09375,0.09375,0.0625,0.6875,49,0.054929737,0.03585175,0.029032487,3.5384614,66.79,2,0,low_dest,high_cand,los_le2,domestic,4,4,35083,84.0,0.375,-18.15625,-4.5,11.499794,,0.45018163,0.875,0.29166666,2,4.5,1,0,1.95,0.1718,0.1875,0.03125,0.0625,0.21875,48,0.17101859,0.15169601,0.20168325,3.6388888,67.83,0,1
124105,134989,72.0,0.09677419,-39.451614,-25.0,-12.682434,0.6045118,0.6992258,0.7096774,0.39784947,3,4.0,0,0,2.56,0.0648,0.22580644,0.22580644,0.32258064,0.22580644,353,0.08443721,0.054392397,0.06284722,8.2924185,4493.14,0,0,mid_dest,high_cand,los_le2,international,5,5,137994,90.0,0.38709676,-21.451614,-7.0,-32.882202,0.67692804,0.88674897,0.12903225,0.19354838,4,4.5,0,1,2.2,0.0537,0.48387095,0.32258064,0.032258064,0.6935484,354,0.081613146,0.06727158,0.076808445,6.152727,4491.47,0,0
124117,72496,122.65,0.7777778,17.051117,30.190002,13.440002,0.69027513,0.830314,0.33333334,0.14814815,4,4.0,0,0,3.5,0.2355,0.074074075,0.11111111,0.2962963,0.7777778,13,0.031149982,0.019355543,0.02311912,13.0,,0,0,high_dest,mid_cand,los_3plus,international,5,5,135519,156.29,0.8888889,50.69111,63.829994,21.831757,0.78797674,0.79081213,0.4074074,0.074074075,4,4.5,1,0,3.5,0.2521,0.074074075,0.074074075,0.074074075,0.7777778,17,0.113605306,0.08153805,0.08516196,9.363636,,0,0
124127,135275,181.82,0.962963,104.80889,130.17001,-4.818451,,0.95996886,0.9259259,0.25925925,5,4.5,0,1,4.67,0.1066,0.5925926,0.5555556,0.14814815,0.7962963,39,0.03390506,0.026554903,0.027770204,8.0,,0,0,high_dest,mid_cand,los_le2,international,24,18,134142,41.36,0.2962963,-35.651115,-10.290001,-7.2797127,,1.0677474,0.5185185,0.2962963,4,4.5,0,1,4.94,0.3625,0.25925925,0.11111111,0.14814815,0.2962963,35,0.12829922,0.10511213,0.14946261,10.615385,,0,0
124137,60144,208.4,0.3939394,-13.02243,-10.5,3.0278473,0.8101459,0.74846846,0.18181819,0.28282827,4,4.0,0,1,5.18,0.3406,0.15151516,0.030303031,0.6060606,0.6666667,839,0.044119045,0.027424958,0.015684115,10.28173,,0,0,low_dest,high_cand,los_le2,international,2,2,101252,114.7,0.030303031,-106.72243,-104.2,4.753479,0.84562457,0.42096397,0.93939394,0.56565654,2,4.0,0,0,5.18,0.2723,0.15151516,0.57575756,0.6060606,0.060606062,207,0.056284595,0.03304763,0.036732733,19.891304,,0,0
124151,33048,139.0,0.9259259,34.703705,40.0,0.8735199,0.8908972,0.60708565,0.5185185,0.049382716,3,4.5,1,0,2.4,0.2215,0.074074075,0.25925925,0.037037037,0.7222222,54,0.039755348,0.033717718,0.01981639,17.886364,,0,0,low_dest,mid_cand,los_3plus,domestic,6,6,63015,60.0,0.037037037,-44.296295,-39.0,-7.1112213,0.7979928,0.48651457,0.6296296,0.5308642,2,3.5,1,1,1.61,0.2821,0.37037036,0.14814815,0.5925926,0.22222222,41,0.047034495,0.039891385,0.09124496,17.382353,,0,0
124155,70297,98.1,0.64,13.468796,14.5,-12.451729,,0.8702975,0.04,0.38666666,4,4.0,0,1,0.69,0.1497,0.84,0.2,0.28,1.0,29,0.073549986,0.06495404,0.086248145,1.0869565,,2,0,high_dest,mid_cand,los_le2,international,2,2,67012,68.47,0.24,-16.161201,-15.129997,2.3866653,,0.7073978,0.08,0.16,3,4.0,1,0,2.2,0.2687,0.12,0.04,0.28,0.68,36,0.18696135,0.17927709,0.25060955,4.0,,0,0
124171,112402,114.0,0.969697,44.09091,50.0,-9.055275,1.0163306,0.8430047,0.030303031,0.15151516,4,4.0,1,0,2.4,0.2719,0.121212125,0.030303031,0.3030303,1.0,55,0.07458176,0.045085747,0.07853205,10.113636,387.51,0,0,mid_dest,high_cand,los_le2,domestic,3,2,15793,41.0,0.060606062,-28.909088,-23.0,0.7028084,0.9080754,0.5350928,0.42424244,0.37373737,2,3.5,1,0,2.08,0.1263,0.24242425,0.24242425,0.4848485,0.37878788,57,0.11884424,0.11301481,0.11705105,4.9333334,383.69,0,0
124172,117424,67.84,0.38709676,-26.48323,-2.9100037,-16.339699,0.6108841,0.9452276,0.3548387,0.23655914,4,4.0,0,1,4.54,0.0563,0.16129032,0.032258064,0.29032257,0.48387095,99,0.08015077,0.06846735,0.07229356,14.559524,7055.65,0,0,mid_dest,high_cand,los_3plus,international,4,7,33507,56.21,0.29032257,-38.113228,-14.540001,-16.831413,0.5999522,0.98845273,0.2580645,0.4516129,4,4.0,0,1,3.69,0.0084,0.8064516,0.7741935,0.29032257,0.48387095,85,0.07251695,0.0594112,0.051535293,9.987013,7058.73,0,0
124180,18431,266.81,0.78125,70.88875,112.369995,66.79793,,0.71552795,0.28125,0.072916664,4,4.5,1,0,4.51,0.0708,0.0625,0.1875,0.0625,0.796875,145,0.030511139,0.016184505,0.007498093,27.481928,45.46,0,0,low_dest,high_cand,los_le2,international,3,4,77192,191.26,0.625,-4.661255,36.819992,6.406616,,0.76062274,0.15625,0.44791666,4,3.5,1,1,2.08,0.0132,0.4375,0.40625,0.8125,0.796875,234,0.03916458,0.033455636,0.025548588,6.7830687,40.31,-1,1
124187,115595,67.0,0.4516129,-13.3871,-2.0,-103.03534,,0.9479779,0.4516129,0.5913978,4,3.0,0,0,3.26,0.0888,0.7096774,0.58064514,0.7419355,0.5645161,58,0.083402835,0.054912366,0.0709683,15.411765,8399.79,1,0,high_dest,high_cand,los_le2,international,11,11,123400,109.0,0.7741935,28.6129,40.0,-234.85861,,1.0637211,0.16129032,0.24731183,5,4.5,1,1,3.3,0.1316,0.67741936,0.29032257,0.032258064,0.87096775,94,0.10757621,0.09542168,0.01206215,5.3188405,8399.38,2,0
124205,81878,77.0,0.75,-0.125,11.0,-25.71209,,0.68859315,0.25,0.29166666,3,4.5,1,0,0.0,0.0503,0.375,0.625,0.375,0.8125,24,0.09887869,0.052449785,0.011097178,7.0,64.89,0,0,high_dest,low_cand,los_le2,domestic,2,2,12301,64.0,0.375,-13.125,-2.0,4.742916,,0.4791122,0.875,0.45833334,2,3.5,1,0,0.69,0.3038,0.125,0.125,0.625,0.3125,24,0.117397204,0.08948682,0.13109718,3.4,77.05,0,0
124229,133037,149.0,0.2,-74.66667,-91.0,84.41213,1.5127758,0.39915097,0.53333336,0.4,2,3.0,1,0,3.14,0.1513,0.13333334,0.2,0.6666667,0.36666667,75,0.03180428,0.026974175,0.051097177,17.681818,387.57,0,0,low_dest,low_cand,los_le2,domestic,3,3,120614,126.0,0.06666667,-97.66667,-114.0,65.31582,2.330964,0.41286597,0.4,0.33333334,2,3.5,1,1,3.14,0.1439,0.13333334,0.4,0.46666667,0.36666667,67,0.03442731,0.02919885,0.01155956,19.416666,388.02,0,0
124234,106548,131.2,0.33333334,-44.60501,-18.365005,14.612495,,0.6142109,0.6666667,0.7222222,3,1.0,1,0,0.0,,0.8333333,,0.8333333,0.5,8,0.061564453,0.048218112,0.025220858,13.166667,,0,0,high_dest,low_cand,los_le2,international,5,5,136532,324.06,1.0,148.25499,174.495,71.740005,,0.69156176,0.33333334,0.16666667,4,5.0,0,0,1.79,0.1509,0.16666667,0.16666667,0.16666667,0.9166667,5,0.038269978,0.023779666,0.025220858,3.0,,0,0
124240,33441,129.0,0.6666667,21.36364,30.0,5.0873337,0.9606091,0.6163284,0.4848485,0.14141414,3,4.5,1,0,2.4,0.2174,0.15151516,0.030303031,0.060606062,0.57575756,60,0.070438325,0.05369209,0.013210926,14.32,,0,0,low_dest,high_cand,los_le2,domestic,7,9,68619,89.0,0.36363637,-18.63636,-10.0,-64.98599,0.581954,0.88892645,0.030303031,0.26262626,4,4.5,0,0,0.69,0.0578,0.6969697,0.3030303,0.060606062,0.92424244,65,0.06673104,0.06139251,0.01155956,8.367347,,0,0
124244,57169,124.06,0.3125,-77.09125,-55.300003,-10.065765,0.7267051,0.6212732,0.6875,0.35416666,3,4.0,1,0,4.25,0.1203,0.1875,0.40625,0.34375,0.328125,514,0.044741634,0.030941706,0.027776735,15.212346,148.63,0,0,mid_dest,high_cand,los_le2,domestic,2,2,118670,122.14,0.28125,-79.011246,-57.22,-8.973251,0.7596997,0.62327015,0.65625,0.33333334,3,4.0,0,1,4.3,0.1875,0.125,0.21875,0.34375,0.328125,593,0.074381135,0.04467462,0.038873866,9.30064,148.83,0,0
124268,15490,66.0,0.375,-19.875,-3.0,-56.134796,,0.7134885,0.41666666,0.1388889,3,4.0,0,1,3.53,0.435,0.041666668,0.125,0.20833333,0.6458333,125,0.053802896,0.037627667,0.075914316,12.851352,0.22,1,0,high_dest,mid_cand,los_le2,domestic,2,3,1591,44.0,0.041666668,-41.875,-25.0,-89.77136,,0.7880919,0.083333336,0.2361111,3,3.5,0,1,3.5,0.2671,0.125,0.33333334,0.41666666,0.6458333,154,0.045323092,0.015392872,0.06155215,14.229885,0.36,3,0
